study,study_id,cohort,group,measure,units,n,timepoint,timepoint_mean,timepoint_median,timepoint_range,timepoint_iqr,timepoint_sd,n_timepoints,inj_mean,inj_sd,inj_med,inj_iqr,inj_range,noninj_mean,noninj_sd,noninj_med,noninj_iqr,noninj_range,lsi_mean,lsi_sd,lsi_med,lsi_iqr,lsi_range,notes
Kawahara 2012,#6690,Kawahara 2012,ACLD - No genu recurvatum,hs isk con 180,nm/kg,18,1,16.2,NA,NA,NA,NA,1,61.7,32.6,NA,NA,NA,62.8,34.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawahara 2012,#6690,Kawahara 2012,ACLD - Genu recurvatum,quad isk con 60,nm/kg,18,1,18,NA,NA,NA,NA,1,188.6,58.2,NA,NA,NA,210.3,61.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawahara 2012,#6690,Kawahara 2012,ACLD - Genu recurvatum,hs isk con 60,nm/kg,18,1,18,NA,NA,NA,NA,1,80.9,34.6,NA,NA,NA,84.2,32.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawahara 2012,#6690,Kawahara 2012,ACLD - Genu recurvatum,quad isk con 180,nm/kg,18,1,18,NA,NA,NA,NA,1,128.9,41.8,NA,NA,NA,139.9,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawahara 2012,#6690,Kawahara 2012,ACLD - Genu recurvatum,hs isk con 180,nm/kg,18,1,18,NA,NA,NA,NA,1,69.1,26.8,NA,NA,NA,76.6,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawahara 2012,#6690,Kawahara 2012,Healthy Control - no genu recurvatum,quad isk con 60,nm/kg,20,1,17,NA,NA,NA,NA,1,235.3,54.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawahara 2012,#6690,Kawahara 2012,Healthy Control - no genu recurvatum,hs isk con 60,nm/kg,20,1,17,NA,NA,NA,NA,1,137.8,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawahara 2012,#6690,Kawahara 2012,Healthy Control - no genu recurvatum,quad isk con 180,nm/kg,20,1,17,NA,NA,NA,NA,1,150.3,39.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawahara 2012,#6690,Kawahara 2012,Healthy Control - no genu recurvatum,hs isk con 180,nm/kg,20,1,17,NA,NA,NA,NA,1,98.8,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawahara 2012,#6690,Kawahara 2012,Healthy Control - genu recurvatum,quad isk con 60,nm/kg,20,1,17,NA,NA,NA,NA,1,228.9,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawahara 2012,#6690,Kawahara 2012,Healthy Control - genu recurvatum,hs isk con 60,nm/kg,20,1,17,NA,NA,NA,NA,1,122.6,41.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawahara 2012,#6690,Kawahara 2012,Healthy Control - genu recurvatum,quad isk con 180,nm/kg,20,1,17,NA,NA,NA,NA,1,155.6,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kawahara 2012,#6690,Kawahara 2012,Healthy Control - genu recurvatum,hs isk con 180,nm/kg,20,1,17,NA,NA,NA,NA,1,105.6,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Non-operative,single hop,lsi,69,1,2.47,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,10.6,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Non-operative,single hop,lsi,69,2,15.37,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,6.4,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Non-operative,triple crossover hop,lsi,69,1,2.47,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.3,10.2,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Non-operative,triple crossover hop,lsi,69,2,15.37,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.9,6.2,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Non-operative,triple hop,lsi,69,1,2.47,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.9,10.7,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Non-operative,triple hop,lsi,69,2,15.37,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.1,5.5,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Non-operative,6m timed hop,lsi,69,1,2.47,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.9,9.2,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Non-operative,6m timed hop,lsi,69,2,15.37,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7,5.5,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Operative,single hop,lsi,69,1,0.1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7,14.1,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Operative,single hop,lsi,69,2,12.7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5,14,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Operative,triple crossover hop,lsi,69,1,0.1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4,12.1,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Operative,triple crossover hop,lsi,69,2,12.7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.3,11.2,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Operative,triple hop,lsi,69,1,0.1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.7,8.6,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Operative,triple hop,lsi,69,2,12.7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.6,11.4,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Operative,6m timed hop,lsi,69,1,0.1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9,9.8,NA,NA,NA,NA
Grindem 2012,#613,Grindem 2014,Operative,6m timed hop,lsi,69,2,12.7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5,9.8,NA,NA,NA,NA
Logerstedt 2012,#5653,Logerstedt 2012,Below Normal Ranges,single hop,lsi,17,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.6,20.77536191536216,88.6,25.7,NA,LSI MD 88.6 IQR 25.7
Logerstedt 2012,#5653,Logerstedt 2012,Below Normal Ranges,triple crossover hop,lsi,17,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7,15.84424488486764,91.7,19.6,NA,LSI MD 91.7 IQR 19.6
Logerstedt 2012,#5653,Logerstedt 2012,Below Normal Ranges,triple hop,lsi,17,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.8,13.984971250418887,91.8,17.3,NA,LSI MD 91.8 IQR 17.3
Logerstedt 2012,#5653,Logerstedt 2012,Below Normal Ranges,6m timed hop,lsi,17,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.7,14.712513107377093,87.7,18.2,NA,LSI MD 87.7 IQR 18.2
Logerstedt 2012,#5653,Logerstedt 2012,Within Normal ranges,single hop,lsi,68,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3,10.22494728672186,93.3,13.5,NA,LSI MD 93.3 IQR 13.5
Logerstedt 2012,#5653,Logerstedt 2012,Within Normal ranges,triple crossover hop,lsi,68,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.9,8.104217479105474,92.9,10.7,NA,LSI MD 92.9 IQR 10.7
Logerstedt 2012,#5653,Logerstedt 2012,Within Normal ranges,triple hop,lsi,68,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.1,7.498294676929365,93.1,9.9,NA,LSI MD 93.1 IQR 9.9
Logerstedt 2012,#5653,Logerstedt 2012,Within Normal ranges,6m timed hop,lsi,68,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.1,7.498294676929365,96.1,9.9,NA,LSI MD 96.1 IQR 9.9
Lui 2012,#5587,Lui 2012,Combined,single hop,cm,50,1,0.1,NA,NA,NA,NA,2,78.95,46.5,NA,NA,NA,129.98,28.89,NA,NA,NA,60,30,NA,NA,NA,NA
Lui 2012,#5587,Lui 2012,Combined,single hop,cm,52,2,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,20,NA,NA,NA,NA
Lynch 2012,#5571,Lynch 2012,Small Effusion,quad mvic 90,lsi,126,1,0.89,NA,0.09 to 3.22,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6,16.9,NA,NA,NA,NA
Lynch 2012,#5571,Lynch 2012,Large Effusion,quad mvic 90,lsi,62,1,0.89,NA,0.09 to 3.22,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.5,21.8,NA,NA,NA,NA
Nakase 2012,#4943,Nakase 2012,Future contralateral ACLR,quad isk con 180,lsi,24,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.9,19.2,NA,NA,NA,NA
Nakase 2012,#4943,Nakase 2012,Future contralateral ACLR,hs isk con 180,lsi,24,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,20.1,NA,NA,NA,NA
Nakase 2012,#4943,Nakase 2012,No future ACLR,quad isk con 180,lsi,200,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9,16.9,NA,NA,NA,NA
Nakase 2012,#4943,Nakase 2012,No future ACLR,hs isk con 180,lsi,200,1,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,21.1,NA,NA,NA,NA
Niki 2012,#4822,Niki 2012,Anterior Knee Pain,quad isk con 60,lsi,18,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.7,NA,NA,NA,NA,NA
Niki 2012,#4822,Niki 2012,No Anterior Knee Pain,quad isk con 60,lsi,144,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.9,NA,NA,NA,NA,NA
Noh 2012,#4786,Noh 2012,Group 1,single hop,lsi,36,1,30.9,NA,NA,NA,2.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.5,5.7,NA,NA,NA,NA
Noh 2012,#4786,Noh 2012,Group 2,single hop,lsi,35,1,30.9,NA,NA,NA,2.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.4,5,NA,NA,NA,NA
Thomee 2012,#8145,Thomee 2012,Group 1,vertical hop,cm,82,1,0.1,NA,NA,NA,NA,4,14.58,1.04,NA,NA,NA,17.03,1.94,NA,NA,NA,84.3,14.1,NA,NA,NA,NA
Thomee 2012,#8145,Thomee 2012,Group 1,vertical hop,cm,82,2,6,NA,NA,NA,NA,4,13.31,1,NA,NA,NA,17.17,1.14,NA,NA,NA,77.3,15.6,NA,NA,NA,NA
Thomee 2012,#8145,Thomee 2012,Group 1,vertical hop,cm,82,3,12,NA,NA,NA,NA,4,15.08,1.03,NA,NA,NA,17.12,1.16,NA,NA,NA,88.4,12.3,NA,NA,NA,NA
Thomee 2012,#8145,Thomee 2012,Group 1,vertical hop,cm,82,4,24,NA,NA,NA,NA,4,15.51,1.06,NA,NA,NA,16.89,1.17,NA,NA,NA,92.2,13.3,NA,NA,NA,NA
Thomee 2012,#8145,Thomee 2012,Group 1,single hop,cm,82,1,0.1,NA,NA,NA,NA,4,128.13,13.65,NA,NA,NA,145.94,10.73,NA,NA,NA,86.8,13.6,NA,NA,NA,NA
Thomee 2012,#8145,Thomee 2012,Group 1,single hop,cm,82,2,6,NA,NA,NA,NA,4,127.19,6.98,NA,NA,NA,146.35,5.42,NA,NA,NA,86.3,11.6,NA,NA,NA,NA
Thomee 2012,#8145,Thomee 2012,Group 1,single hop,cm,82,3,12,NA,NA,NA,NA,4,138.33,6.88,NA,NA,NA,147.08,6.04,NA,NA,NA,94.1,8.7,NA,NA,NA,NA
Thomee 2012,#8145,Thomee 2012,Group 1,single hop,cm,82,4,24,NA,NA,NA,NA,4,138.65,6.67,NA,NA,NA,145.94,6.46,NA,NA,NA,95.5,7.8,NA,NA,NA,NA
Thomee 2012,#8145,Thomee 2012,Group 1,side hop,reps,82,1,0.1,NA,NA,NA,NA,4,35.86,6.5,NA,NA,NA,46.33,5.83,NA,NA,NA,73.5,19.4,NA,NA,NA,NA
Thomee 2012,#8145,Thomee 2012,Group 1,side hop,reps,82,2,6,NA,NA,NA,NA,4,36.1,4.04,NA,NA,NA,46.05,3.44,NA,NA,NA,76.3,21,NA,NA,NA,NA
Thomee 2012,#8145,Thomee 2012,Group 1,side hop,reps,82,3,12,NA,NA,NA,NA,4,41.88,4.11,NA,NA,NA,47.64,3.51,NA,NA,NA,87,19.2,NA,NA,NA,NA
Thomee 2012,#8145,Thomee 2012,Group 1,side hop,reps,82,4,24,NA,NA,NA,NA,4,44.14,4.04,NA,NA,NA,47.95,3.59,NA,NA,NA,92.8,14.2,NA,NA,NA,NA
Ardern 2011,#3254,Ardern 2011,Group 1,single hop,lsi,503,1,53.4,NA,NA,NA,4.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5,11.2,NA,NA,NA,NA
Bryant 2011,#2625,Bryant 2011,ACLD,hs isk con 180,nm/kg,13,1,75.6,NA,NA,NA,NA,1,0.9,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryant 2011,#2625,Bryant 2011,ACLD,single hop,m/height in m,13,1,75.6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4,17,NA,NA,NA,NA
Bryant 2011,#2625,Bryant 2011,ACLR-PT,hs isk con 180,nm/kg,25,1,15.7,NA,NA,NA,NA,1,0.99,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryant 2011,#2625,Bryant 2011,ACLR-PT,single hop,m/height in m,25,1,15.7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9,19.1,NA,NA,NA,NA
Bryant 2011,#2625,Bryant 2011,ACLR STGT,hs isk con 180,nm/kg,14,1,14.2,NA,NA,NA,NA,1,0.97,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryant 2011,#2625,Bryant 2011,ACLR STGT,single hop,m/height in m,14,1,14.2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.1,8.3,NA,NA,NA,NA
Bryant 2011,#2625,Bryant 2011,Healthy Control,hs isk con 180,nm/kg,33,1,12,NA,NA,NA,NA,1,1.08,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryant 2011,#2625,Bryant 2011,Healthy Control,single hop,m/height in m,33,1,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.6,12.1,NA,NA,NA,NA
Czamara 2011b,#2093,Czamara 2011b,Females,quad isk con 60,nm,63,1,3.68,NA,NA,NA,NA,2,198,NA,NA,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czamara 2011b,#2093,Czamara 2011b,Females,quad isk con 60,nm,63,2,6.44,NA,NA,NA,NA,2,240,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czamara 2011b,#2093,Czamara 2011b,Females,hs isk con 60,nm,63,1,3.68,NA,NA,NA,NA,2,130,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czamara 2011b,#2093,Czamara 2011b,Females,hs isk con 60,nm,63,2,6.44,NA,NA,NA,NA,2,150,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czamara 2011b,#2093,Czamara 2011b,Females,knee ir isk con 60,nm,63,1,3.68,NA,NA,NA,NA,2,27,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czamara 2011b,#2093,Czamara 2011b,Females,knee ir isk con 60,nm,63,2,6.44,NA,NA,NA,NA,2,34,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czamara 2011b,#2093,Czamara 2011b,Females,knee er isk con 60,nm,63,1,3.68,NA,NA,NA,NA,2,33,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czamara 2011b,#2093,Czamara 2011b,Females,knee er isk con 60,nm,63,2,6.44,NA,NA,NA,NA,2,35,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fujita 2011,#929,Fujita 2011,DB,quad isk con 60,lsi,18,1,33.7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,14,NA,NA,NA,NA
Fujita 2011,#929,Fujita 2011,DB,hs isk con 60,lsi,18,1,33.7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,16,NA,NA,NA,NA
Fujita 2011,#929,Fujita 2011,AM,quad isk con 60,lsi,18,1,31.9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,17,NA,NA,NA,NA
Fujita 2011,#929,Fujita 2011,AM,hs isk con 60,lsi,18,1,31.9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,21,NA,NA,NA,NA
Fujita 2011,#929,Fujita 2011,PL,quad isk con 60,lsi,19,1,33.2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,13,NA,NA,NA,NA
Fujita 2011,#929,Fujita 2011,PL,hs isk con 60,lsi,19,1,33.2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,8,NA,NA,NA,NA
Grindem 2011,#611,Grindem 2011,IKDC below normal,single hop,lsi,21,1,2.43,NA,NA,NA,1.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.23333333333333,7.870832888729286,83.6,81.1-91.0,NA,LSI MD 83.6 IQR 81.1 to 91.0
Grindem 2011,#611,Grindem 2011,IKDC below normal,triple crossover hop,lsi,21,1,2.43,NA,NA,NA,1.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.06666666666668,6.67828245104302,88.4,85.2-93.6,NA,LSI MD 88.4 IQR 85.2 to 93.6
Grindem 2011,#611,Grindem 2011,IKDC below normal,triple hop,lsi,21,1,2.43,NA,NA,NA,1.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.06666666666668,6.67828245104302,88.4,85.2-93.6,NA,LSI MD 88.4 IQR 85.2 to 93.6
Grindem 2011,#611,Grindem 2011,IKDC below normal,6m timed hop,lsi,21,1,2.43,NA,NA,NA,1.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.36666666666667,5.406228650844352,91.5,87.9-94.7,NA,LSI MD 91.5 IQR 87.9 to 94.7
Grindem 2011,#611,Grindem 2011,IKDC within normal range,single hop,lsi,60,1,2.43,NA,NA,NA,1.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.10000000000001,10.02648946016285,92.9,85.1-98.3,NA,LSI MD 92.9 IQR 85.1 to 98.3
Grindem 2011,#611,Grindem 2011,IKDC within normal range,triple crossover hop,lsi,60,1,2.43,NA,NA,NA,1.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.23333333333333,11.621612783370571,94,83.7-99.0,NA,LSI MD 94.0 IQR 83.7 to 99.0
Grindem 2011,#611,Grindem 2011,IKDC within normal range,triple hop,lsi,60,1,2.43,NA,NA,NA,1.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5,11.925445797314904,90.8,82.5-98.2,NA,LSI MD 90.8 IQR 82.5 to 98.2
Grindem 2011,#611,Grindem 2011,IKDC within normal range,6m timed hop,lsi,60,1,2.43,NA,NA,NA,1.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.36666666666667,6.9122010672334735,95.2,90.9-100.0,NA,LSI MD 95.2 IQR 90.9 to 100.0
Kim 2011,#6539,Kim 2011,Hamstring autograft,single hop,cm,39,1,32,NA,24 to 52 months,NA,NA,1,147.71,31,NA,NA,NA,172.57,22.93,NA,NA,NA,85.36,14.63,NA,NA,NA,NA
Kim 2011,#6539,Kim 2011,Hamstring autograft,quad isk con 60,nm,39,1,32,NA,24 to 52 months,NA,NA,1,182.67,50.24,NA,NA,NA,219.81,39.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kim 2011,#6539,Kim 2011,Hamstring autograft,hs isk con 60,nm,39,1,32,NA,24 to 52 months,NA,NA,1,98.32,24.39,NA,NA,NA,113.43,23.47,NA,NA,NA,86.47,9.15,NA,NA,NA,NA
Kim 2011,#6539,Kim 2011,Hamstring autograft,hs isk con 90 hyperflex,nm,39,1,32,NA,24 to 52 months,NA,NA,1,54.29,17.48,NA,NA,NA,65.71,15.91,NA,NA,NA,82.48,20.12,NA,NA,NA,NA
Kim 2011,#6539,Kim 2011,Allograft,single hop,cm,34,1,32,NA,24 to 52 months,NA,NA,1,151.52,29.91,NA,NA,NA,175.38,29.91,NA,NA,NA,86.68,14.03,NA,NA,NA,NA
Kim 2011,#6539,Kim 2011,Allograft,quad isk con 60,nm,34,1,32,NA,24 to 52 months,NA,NA,1,181.16,70.72,NA,NA,NA,224.25,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kim 2011,#6539,Kim 2011,Allograft,hs isk con 60,nm,34,1,32,NA,24 to 52 months,NA,NA,1,113.07,29.54,NA,NA,NA,119.21,29.96,NA,NA,NA,91.84,10.71,NA,NA,NA,NA
Kim 2011,#6539,Kim 2011,Allograft,hs isk con 90 hyperflex,nm,34,1,32,NA,24 to 52 months,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.77,10.25,NA,NA,NA,no raw scores for this one in text?
Leal-Blanquet 2011,#6554,Leal-Blanquet 2011,BPTBAu,hs isk con 60,lsi,15,1,36,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,23.8,NA,NA,NA,NA
Leal-Blanquet 2011,#6554,Leal-Blanquet 2011,BPTBAu,hs isk con 180,lsi,15,1,36,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.6,28.4,NA,NA,NA,NA
Leal-Blanquet 2011,#6554,Leal-Blanquet 2011,BPTBAu,quad isk con 60,lsi,15,1,36,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,22.8,NA,NA,NA,NA
Leal-Blanquet 2011,#6554,Leal-Blanquet 2011,BPTBAu,quad isk con 180,lsi,15,1,36,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,20.4,NA,NA,NA,NA
Leal-Blanquet 2011,#6554,Leal-Blanquet 2011,BPTB Allograft,hs isk con 60,lsi,16,1,34,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.2,33.7,NA,NA,NA,NA
Leal-Blanquet 2011,#6554,Leal-Blanquet 2011,BPTB Allograft,hs isk con 180,lsi,16,1,34,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,32.3,NA,NA,NA,NA
Leal-Blanquet 2011,#6554,Leal-Blanquet 2011,BPTB Allograft,quad isk con 60,lsi,16,1,34,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,29,NA,NA,NA,NA
Leal-Blanquet 2011,#6554,Leal-Blanquet 2011,BPTB Allograft,quad isk con 180,lsi,16,1,34,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4,42.1,NA,NA,NA,NA
Leal-Blanquet 2011,#6554,Leal-Blanquet 2011,HT Autograft,hs isk con 60,lsi,20,1,32,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.8,11,NA,NA,NA,NA
Leal-Blanquet 2011,#6554,Leal-Blanquet 2011,HT Autograft,hs isk con 180,lsi,20,1,32,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.6,17.1,NA,NA,NA,NA
Leal-Blanquet 2011,#6554,Leal-Blanquet 2011,HT Autograft,quad isk con 60,lsi,20,1,32,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.2,26,NA,NA,NA,NA
Leal-Blanquet 2011,#6554,Leal-Blanquet 2011,HT Autograft,quad isk con 180,lsi,20,1,32,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.7,17.2,NA,NA,NA,NA
Niki 2011,#4821,Niki 2011,BPTB-G,quad isk con 60,lsi,55,1,3.4,NA,2.0-4.2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6,12,NA,NA,NA,NA
Niki 2011,#4821,Niki 2011,ST,quad isk con 60,lsi,56,1,2.5,NA,2.0-3.2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.5,10,NA,NA,NA,NA
Niki 2011,#4821,Niki 2011,ST-G,quad isk con 60,lsi,33,1,2.4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.6,12,NA,NA,NA,NA
Reinke 2011,#4022,Reinke 2011,Female left,single hop,lsi,16,1,36,36,NA,32.4-37.2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.33333333333333,8.941038013729253,97,92-103,NA,LSI MD 97 IQR 92-103
Reinke 2011,#4022,Reinke 2011,Female left,triple hop,lsi,16,1,36,36,NA,32.4-37.2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.66666666666667,11.379502926564502,94,88-102,NA,LSI MD 94 IQR 88-102
Reinke 2011,#4022,Reinke 2011,Female left,triple crossover hop,lsi,16,1,36,36,NA,32.4-37.2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,5.689751463282251,101,96-103,NA,LSI MD 101 IQR 96-103
Reinke 2011,#4022,Reinke 2011,Female left,6m timed hop,lsi,16,1,36,36,NA,32.4-37.2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.33333333333333,10.566681288952752,102,96-109,NA,LSI MD 102 IQR 96-109
Reinke 2011,#4022,Reinke 2011,Male left,single hop,lsi,15,1,36,36,NA,36-37.2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,7.361044766422747,97,91-100,NA,LSI MD 97 IQR 91-100
